username,comment/reply,time,likes,isReply,stance
@MINDSCAPE_BE,If you work hard correctly and consistently there's no way an average person person who doesn't do what you do can actually catch up.,1 year ago,0,False,Pro
@CaribouDataScience,"Its not how hard you work,  it's what you work hard at.",1 year ago,0,False,Neutral
@Wave_Mode,Smart work forms itself out from hardwork.,1 year ago,0,False,Pro
@WEWALKBYFAITH7,"😊✨ yes it can't beat talent
We can see this in the football World
""There's no person who's more Hard working than cr7 ; but there comes Mr. Messi he ain't that hard working but 
has a inate talent and he's a bit better than cr7"" and we all know that who's better than the other (I wanted to write more but writing more will make it more of a emotional speech so I didn't)",1 year ago,0,False,Contra
@MAXKENT-mh7lu,"I've never studied for any exams, including my Ph.D oral exam...  either you have it or not",6 months ago,1,False,Contra
@Laocoon283,Work twice as hard for half the results is how I conceptualize my talent level,1 year ago,0,False,Pro
@germansniper5277,Hard work does not beat talent. I can try something and after hours ive got it down. My friend can try it 3-4 times and does it perfectly immediately. Now i could work 5 hours to surpass him again. But he only has to spend 5 minutes. And if he actually tries and also spends 5 hours? I will never catch up no matter how hard I work.,1 year ago,1,False,Contra
@dmitrychirkov4206,"Talent is an ability to extract more results out of efforts
Talent is basically a hard work on steroids
There is no reason to oppose these two things",1 year ago,0,False,Pro
@jamesgoodman186,"If hard work always beats talent, all a blind man would need to do to be able to see more than other people is practice looking harder.",1 year ago,0,False,Contra
@darkkingxs4524,Still doesnt mean you would give up,1 year ago,1,False,Pro
@ved8911,"Hard work to beat talent the person should first have some talent and by working hard on the talent that he has, he can beat talent. A novice can never beat anyone who has knowledge or talent just by working hard.",1 year ago,1,False,Contra
@venkatachengalvala4289,"Hard and smart work beats talent, but hard work alone doesn't",1 year ago,1,False,Pro
@cookingwithfrank,"Hard workers are dependable, talented ones not so much",1 year ago,0,False,Contra
@ToshStudioandFun,should i train more even tho i already trained hard?  cause i always lose every single time by talented people even tho i trained so hard?  idk im so depressed about this,6 months ago,0,False,Pro
@gtdcoder,"Hard work is what creates talent. This idea that talent is a god-given or genetically inherited gift is just a myth.
Work hard to develop your talent, skill and knowledge and you will succeed.",1 year ago,0,False,Pro
@JesusIsLord2478,"I'm pretty sure that talent allows people to not have to work as hard as people with no or little talent in that specific field. Like art. 
Someone with a natural affinity for it won't even need to go to art school because they can just do it. 
It depends on the type of talent and the kind of field",1 year ago,0,False,Contra
@StrengthScholar0,"I started lifting 8½ months ago and I already bench press 405. I worked harder and more intelligently than 99.99% of people would in their first year but my genetics are what allowed me push my body so hard without getting injured.

If I would have been more casual with my training I still likely would have dramatically outpaced a person with average genetics who did everything perfect.

Hard work beats talent if talent never trys. Talent beats hard work if talent puts out a moderate amount of effort. Talent annihilates hard work if it also works hard.

With that being said I think that hard work should be the only thing you value about yourself because it's the only variable that you actually have control over. Whether you're talented or not, hard work is the only way to maximize your potential.",1 year ago,1,False,Pro
